"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Ref_ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","yearCategory","Planning_Status_Summary","NearestTurbineBuilt","NearestTurbinePlanned","NearestTurbineRejected","lon","lat","Airports","AONB","ARoads","BRoads","HCoast","HVpowerline","MilitarySites","MinRoads","Motorways","NationalParks","NNR","Powerlines","PrimaryRoads","Railway","RAMSAR","SACS","SPA","SSSI","UrbanLarge","UrbanRegions","UrbanSmall","Slope","UKElevation","WindSpeed45","CensusMerged","AgeTotal","AgeMean","AgeMedian","QualTotal","QualLevel4","QualPercL4","SocGrdTot","SocGrdAB","TenureTotal","TenureOwned","PercOwn","Year","Authority","Code","Type","Council_si","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_sha"
"L_0505",418720,582441,"Tranwell Airfield Wind Farm",4,2,8,"Refused/Abandoned","3869","30/01/2014","Northumberland","North East","England","12/12/2012",NA,NA,"Large",2012,"2010 Onwards",0,2.5,1.9,1.9,-1.70790952533256,55.1359819452517,10.289,23.448,1.79,1.442,15.268,1.182,10.702,0.08,18.112,18.577,35.239,1.182,1.355,2.496,12.326,19.972,12.326,5.627,1.925,0.947,0.947,1.45254397392273,106,7,"E01027473",1754,44.4,48,1436,588,41,505,34.1,756,476,63,2012,"Northumberland",2821,11,67,19,17,26,5,NA,"NOC",34,28.3582089552239,25.3731343283582,38.8059701492537,7.46268656716418,NA
"L_0506",378380,129675,"Silton Wind Farm - Resubmission",4,2.5,10,"Refused/Abandoned","3731","07/12/2012","Dorset","South West","England","04/08/2010",NA,NA,"Large",2010,"Before 2010",0,8.4,8.4,12.2,-2.30991636652183,51.0659968161705,7.814,1.801,6.8,1.846,42.484,4.103,18.282,0.188,46.671,39.359,17.501,4.103,0.809,4.374,32.144,13.012,19.31,3.265,2.796,0.018,0.018,3.30640816688538,98,6,"E01020440",1905,47.8,52,1648,534,32,511,27,826,653,79,2010,"North Dorset",1203,1,33,17,0,13,3,NA,"Con",17,51.5151515151515,0,39.3939393939394,9.09090909090909,NA
"L_0507",496071,313008,"Former Woolfox Lodge Airfield",9,3,27,"Refused/Abandoned","5011","28/06/2016","Leicestershire","East Midlands","England","09/02/2015",NA,NA,"Large",2015,"2010 Onwards",0,6.6,6.5,6.5,-0.579536000751108,52.7062246566047,7.455,64.311,7.15,2.783,79.658,6.23,4.62,0.249,25.841,80.996,8.28,6.23,0.387,6.949,5.198,10.367,5.127,2.148,6.336,2.814,2.814,0.822153091430664,99,7,"E01013796",1698,37.2,33,1417,428,30,392,33.9,565,311,55,2015,"Rutland",2429,11,26,16,0,2,8,NA,"Con",14,61.5384615384615,0,7.69230769230769,30.7692307692308,NA
"L_0508",308383,656467,"Fauch Hill Wind Farm",23,3,69,"Refused/Abandoned","4161","30/07/2014","Lothian","Scotland","Scotland","23/02/2012",NA,NA,"Large",2012,"2010 Onwards",0,16.7,0,0,-3.46275466628147,55.7927856637725,16.98,17.322,3.365,3.531,89.45,5.955,9.889,4.465,13.871,64.826,21.132,5.957,7.69,6.48,4.489,1.761,4.489,0.519,7.688,5.568,5.568,2.05164074897766,412,9,"S01006296",922,41.2,45,763,233,31,632,29.1,370,288,78,2012,"West Lothian",8029,12,33,1,16,0,1,15,"NOC",17,3.03030303030303,48.4848484848485,0,3.03030303030303,45.4545454545455
"L_0509",492102,473219,"East Heslerton Wind Farm",10,2.5,25,"Refused/Abandoned","4162","30/07/2014","North Yorkshire","Yorkshire and Humber","England","18/03/2011",NA,NA,"Large",2011,"2010 Onwards",0,8.8,5,8.9,-0.591461457598496,54.1465521690501,8.973,14.786,11.481,5.121,20.488,5.08,11.056,0.572,42.141,10.595,13.831,5.08,3.072,4.651,31.286,9.388,20.209,1.053,11.821,2.672,2.672,4.03480529785156,139,8,"E01027798",1980,41.7,44,1622,329,20,583,14.4,831,513,62,2011,"Ryedale",2905,1,30,20,0,2,8,NA,"Con",16,66.6666666666667,0,6.66666666666667,26.6666666666667,NA
"L_0510",371671,781186,"Boy's Hill Wind Cluster",3,2.3,6.9,"Refused/Abandoned","3920","14/02/2014","Grampian","Scotland","Scotland","10/01/2013",NA,NA,"Large",2013,"2010 Onwards",0,4.7,4.7,4.8,-2.46696534151022,56.9211100378872,34.273,39.684,8.851,4.073,126.349,0.914,35.851,0.314,82.964,23.036,16.732,1.081,5.978,5.791,20.841,7.465,15.583,11.876,14.185,2.176,2.176,3.94946551322937,184,7,"S01000283",1090,38.3,41,841,310,37,706,28.8,430,305,71,2013,"Aberdeenshire",8002,12,68,14,2,12,12,28,"NOC",35,20.5882352941176,2.94117647058824,17.6470588235294,17.6470588235294,41.1764705882353
"L_0511",332000,829500,"Dorenell Wind Farm (redesign)",53,3.3,174.9,"Refused/Abandoned","5051","05/10/2016","Grampian","Scotland","Scotland","12/12/2014",NA,NA,"Large",2014,"2010 Onwards",0,15.2,15.2,23.8,-3.13168097403188,57.3508994924375,40.25,25.914,5.614,6.368,184.131,9.377,33.958,3.448,108.912,6.222,27.333,9.377,13.317,11.467,30.432,1.326,11.691,8.868,9.385,5.356,5.356,8.58825206756592,600,10,"S01004234",988,42.1,45,789,194,25,596,13.6,396,296,75,2014,"Moray",8021,12,26,3,3,0,10,10,"NOC",14,11.5384615384615,11.5384615384615,0,38.4615384615385,38.4615384615385
"L_0512",389600,422700,"Todmorden Moor",5,3,15,"Refused/Abandoned","3483","02/11/2011","West Yorkshire","Yorkshire and Humber","England","19/02/2007",NA,NA,"Large",2007,"Before 2010",0,1.3,1.3,4.1,-2.1590031156148,53.7006292960609,23.085,16.571,1.192,5.801,124.439,1.23,25.008,1.37,10.041,17.789,38.071,1.237,3.466,3.44,40.896,3.95,3.95,3.087,1.213,1.213,1.472,6.82508754730225,389,8,"E01010985",1416,39.9,42,1163,361,31,507,24.3,630,377,60,2007,"Calderdale",5302,5,51,19,11,16,5,NA,"NOC",26,37.2549019607843,21.5686274509804,31.3725490196078,9.80392156862745,NA
"L_0513",549329,376844,"Asserby wind farm",4,2.5,10,"Refused/Abandoned","4217","29/06/2015","Lincolnshire","East Midlands","England","26/06/2014",NA,NA,"Large",2014,"2010 Onwards",0,0,0,15.3,0.237627612012471,53.2675703860761,5.592,5.825,1.495,0.844,34.987,7.047,31.647,0.891,55.876,96.055,10.347,7.047,8.241,13.849,10.195,10.195,10.195,4.446,3.118,0.635,0.635,0.411097705364227,1,6,"E01026044",1366,49.4,54,1185,203,17,324,12.7,587,481,82,2014,"East Lindsey",2502,1,60,29,11,3,17,NA,"NOC",31,48.3333333333333,18.3333333333333,5,28.3333333333333,NA
"L_0514",558062,323565,"Ongar Hill Wind Farm",9,2,22,"Refused/Abandoned","4554","01/09/2016","Norfolk","Eastern","England","07/03/2012",NA,NA,"Large",2012,"2010 Onwards",0,5.4,0.6,0.6,0.342375392994395,52.7865159341356,19.52,1.962,4.662,5.708,23.264,2.386,19.52,0.885,52.875,66.153,1.487,2.389,4.443,5.694,1.496,1.487,1.487,1.487,2.519,0.792,0.792,0.290249705314636,3,6,"E01026711",1522,38.7,40,1194,150,13,452,10.2,602,370,61,2012,"King's Lynn & West Norfolk",2604,1,62,42,13,3,4,NA,"Con",32,67.741935483871,20.9677419354839,4.83870967741935,6.45161290322581,NA
"L_0515",262425,617645,"Garleffan Wind Farm",6,3.6,21.6,"Refused/Abandoned","4607","01/02/2016","Strathclyde","Scotland","Scotland","02/04/2013",NA,NA,"Large",2013,"2010 Onwards",0,5.7,4.1,4.1,-4.17583404296536,55.4333136159178,26.109,48.922,4.589,4.455,107.316,7.43,27.302,1.602,27.116,67.57,34.247,4.875,3.072,3.427,36.2,5.429,2.014,1.504,3.774,2.655,2.655,1.16438806056976,294,7,"S01001300",1484,39,41,1206,230,19,1005,11.1,581,435,75,2013,"East Ayrshire",8010,12,32,2,14,0,1,15,"NOC",17,6.25,43.75,0,3.125,46.875
"L_0516",306954,694854,"Outh Muir Wind Farm",5,2.5,12.5,"Refused/Abandoned","4608","19/09/2014","Fife","Scotland","Scotland","02/07/2013",NA,NA,"Large",2013,"2010 Onwards",0,3.4,3.4,13.3,-3.49880903382026,56.1372921600503,17.504,39.835,0.615,2.301,98.275,2.863,8.29,2.551,6.184,43.09,8.115,2.863,5.908,8.014,8.112,19.198,8.115,0.737,5.594,3.088,3.088,1.94750905036926,281,9,"S01002772",989,43.9,46,837,248,30,607,22.9,377,310,82,2013,"Fife",8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333
"L_0517",266312,651530,"Crutherland Farm Wind Turbine",1,2,2,"Refused/Abandoned","3385","05/12/2014","Strathclyde","Scotland","Scotland","22/04/2014",NA,NA,"Large",2014,"2010 Onwards",0,8.5,7.2,7.2,-4.13087831676775,55.7386475949961,23.147,40.342,0.514,3.474,131.649,0.576,7.047,1.194,8.167,37.795,5.562,0.577,3.053,4.266,24.854,1.356,16.478,0.809,1.866,1.44,1.44,1.04861187934875,207,8,"S01005763",2510,34.2,36,1891,572,30,1704,27.4,933,752,81,2014,"South Lanarkshire",8027,12,67,3,35,1,2,26,"Lab",34,4.47761194029851,52.2388059701493,1.49253731343284,2.98507462686567,38.8059701492537
"L_0518",455428,336470,"Nottingham University - Wind",2,2.5,5,"Refused/Abandoned","3744","02/04/2013","Nottinghamshire","East Midlands","England","12/08/2011",NA,NA,"Large",2011,"2010 Onwards",0,2.7,2.7,3.4,-1.17700946958903,52.9227922965551,5.808,53.699,1.325,0.941,112.255,0.205,2.215,0.881,7.325,34.244,22.149,0.206,0.586,1.32,42.519,29.376,38.684,1.749,0.608,0.608,4.284,0.65057909488678,26,6,"E01013928",1582,26.9,23,1442,632,44,510,16.3,548,110,20,2011,"Nottingham",3027,11,55,5,50,0,0,NA,"Lab",28,9.09090909090909,90.9090909090909,0,0,NA
"L_0519",275900,614386,"Spango Community Wind Farm",12,3.5,49,"Refused/Abandoned","4782","27/09/2015","Dumfries and Galloway","Scotland","Scotland","10/11/2014",NA,NA,"Large",2014,"2010 Onwards",0,2.6,2.6,6.7,-3.96156633993536,55.4076478992233,39.935,37.685,13.617,2.5,100.789,16.543,41.075,0.171,18.192,75.111,29.039,16.422,2.996,2.805,38.016,2.668,0,0,13.209,2.871,2.871,7.7594952583313,423,8,"S01001089",931,47.3,50,805,127,16,553,9.4,416,248,60,2014,"Dumfries & Galloway",8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809
"L_0520",297896,726020,"Parks of Kellour Wind Farm",4,3,12,"Refused/Abandoned","5151","05/08/2015","Perth and Kinross","Scotland","Scotland","25/03/2015",NA,NA,"Large",2015,"2010 Onwards",0,11.7,10.7,10.7,-3.6565572009564,56.4153260348811,37.137,13.723,6.738,3.659,121.202,0.055,36.816,0.303,11.014,26.458,26.849,4.858,1.477,9.788,7.48,2.916,7.473,3.537,10.233,0.303,0.303,1.19999921321869,157,7,"S01005052",914,41.1,44,723,291,40,580,33.3,365,276,76,2015,"Perth & Kinross",8024,12,41,10,4,5,4,18,"NOC",21,24.390243902439,9.75609756097561,12.1951219512195,9.75609756097561,43.9024390243902
"L_0521",491554,439660,"Sancton Hill",5,2,10,"Refused/Abandoned","3335","18/12/2013","Humberside","Yorkshire and Humber","England","12/12/2008",NA,NA,"Large",2008,"Before 2010",0,3.3,3.3,7.1,-0.609928732820837,53.8451226603199,14.582,29.009,1.505,5.236,40.75,0.131,10.591,0.039,9.323,42.893,16.481,0.177,1.848,12.226,12.43,12.432,12.432,2.502,3.508,1.324,1.324,2.75229573249817,113,7,"E01013121",2026,37.8,40,1580,492,31,629,25.1,769,626,81,2008,"East Riding Of Yorkshire",2021,11,67,47,3,12,5,NA,"Con",34,70.1492537313433,4.47761194029851,17.910447761194,7.46268656716418,NA
"L_0522",260263,617355,"High Cumnock Wind Farm",8,3.4,27.2,"Refused/Abandoned","4228","02/09/2015","Strathclyde","Scotland","Scotland","15/02/2013",NA,NA,"Large",2013,"2010 Onwards",0,11.4,5.6,5.6,-4.2098292561302,55.4300975678975,24.177,51.071,3.706,2.67,107.721,5.284,25.422,1.207,28.826,67.252,35.181,2.83,1.159,1.713,35.064,5.2,3.994,3.36,3.207,2.022,2.022,4.03763866424561,261,8,"S01001300",1484,39,41,1206,230,19,1005,11.1,581,435,75,2013,"East Ayrshire",8010,12,32,2,14,0,1,15,"NOC",17,6.25,43.75,0,3.125,46.875
"L_0523",319959,145592,"West Hinkley Wind Farm",12,2.75,33,"Refused/Abandoned","4522","25/09/2014","Somerset","South West","England","03/08/2004",NA,NA,"Large",2004,"Before 2010",0,16.7,1.4,1.4,-3.14707257503377,51.2039096712988,24.235,4.415,5.145,10.37,23.121,1.324,11.513,1.246,12.542,14.488,1.808,1.329,12.645,11.477,0.592,0.617,0.617,0.617,10.598,1.158,1.158,2.21508526802063,21,7,"E01029337",2121,46.7,51,1795,516,29,571,22.9,931,627,67,2004,"West Somerset",3304,1,31,19,2,2,8,NA,"Con",16,61.2903225806452,6.45161290322581,6.45161290322581,25.8064516129032,NA
"L_0524",270140,610240,"Sandy Knowe Wind Farm",30,3,90,"Refused/Abandoned","4574","18/02/2015","Dumfries and Galloway","Scotland","Scotland","07/12/2012",NA,NA,"Large",2012,"2010 Onwards",0,9.2,6.7,6.7,-4.05054659929708,55.3689252345833,36.087,44.717,15.134,7.367,98.044,16.917,37.424,2.83,25.152,76.88,34.446,10.578,2.013,2.915,32.561,8.345,5.107,0.4,7.773,3.344,3.344,5.35191583633423,328,6,"S01001088",1009,38.8,40,813,75,9,666,5.7,444,201,45,2012,"Dumfries & Galloway",8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809
"L_0525",610696,220752,"High Barns Wind Turbine",1,1.5,1.5,"Refused/Abandoned","4378","01/04/2015","Essex","Eastern","England","16/07/2014",NA,NA,"Large",2014,"2010 Onwards",0,39.8,39.8,41.3,1.05744461126763,51.8455912022406,4.09,10.357,2.662,1.216,25.509,0.244,8.707,0.614,57.938,71.807,4.672,0.264,2.566,0.379,2.182,2.182,2.182,2.182,0.378,0.378,0.684,0.411097705364227,24,6,"E01021993",2253,44.6,47,1857,422,23,603,24,944,787,83,2014,"Tendring",1512,1,60,33,9,2,16,NA,"Con",31,55,15,3.33333333333333,26.6666666666667,NA
"L_0526",344033,659490,"Gilston Wind Farm (Lothian)",9,2.05,18.5,"Refused/Abandoned","3797","13/09/2013","Lothian","Scotland","Scotland","21/12/2011",NA,NA,"Large",2011,"2010 Onwards",0,1.9,1.9,11.7,-2.89490400937308,55.8253937089595,24.171,25.419,8.706,1.119,53.834,0.025,19.002,0.942,28.263,49.042,30.838,0.037,0.899,4.429,0.409,5.133,0.409,0.409,9.173,1.252,1.252,4.72811841964722,302,8,"S01004137",575,43.7,47,479,194,41,367,29.4,245,138,56,2011,"Midlothian",8020,12,18,0,9,3,0,6,"NOC",10,0,50,16.6666666666667,0,33.3333333333333
"L_0527",360744,652045,"Brunta Hill Wind Farm",8,2.3,18.4,"Refused/Abandoned","4077","23/06/2014","Borders","Scotland","Scotland","20/10/2011",NA,NA,"Large",2011,"2010 Onwards",0,4.2,4.2,20.4,-2.62711232678639,55.7601561696955,9.141,14.137,4.747,3.352,37.474,7.453,20.02,1.226,46.558,31.165,24.353,7.453,4.419,16.8,10.111,2.056,10.105,2.487,11.459,2.957,2.957,3.79035639762878,349,8,"S01005475",950,40.7,43,769,270,35,603,28.5,382,245,64,2011,"Scottish Borders",8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294
"L_0528",438721,87123,"Vectis wind farm",5,2.5,12.5,"Refused/Abandoned","3755","17/05/2013","Isle of Wight","South East","England","15/07/2011",NA,NA,"Large",2011,"2010 Onwards",0,3.7,3.7,3.7,-1.45328962791826,50.6824816237183,22.081,1.09,2.317,0.962,1.09,10.566,6.448,0.557,25.396,7.225,2.844,10.566,24.283,9.785,2.644,1.482,2.645,0.413,3.624,0.589,0.589,3.39454865455627,49,7,"E01017353",1225,48.9,54,1057,330,31,338,26.3,542,461,85,2011,"Isle of Wight",2121,11,40,25,1,4,10,NA,"Con",21,62.5,2.5,10,25,NA
"L_0529",380949,322815,"Knightley Hall Wind Farm",3,2,6,"Refused/Abandoned","4388","09/02/2015","Staffordshire","West Midlands","England","20/06/2014",NA,NA,"Large",2014,"2010 Onwards",0,8.8,8.8,12.9,-2.28402124466055,52.8025501818868,16.4,15.299,2.35,2.28,181.439,8.943,10.054,1.028,8.781,38.621,3.289,8.943,2.327,8.482,3.245,9.527,42.494,0.943,2.337,2.27,2.27,2.87531709671021,110,6,"E01029708",1909,43,46,1596,541,34,542,31.7,773,607,79,2014,"Stafford",3406,1,59,35,18,0,6,NA,"Con",30,59.3220338983051,30.5084745762712,0,10.1694915254237,NA
"L_0530",319898,204044,"Hafod-y-Dafal",2,2,4,"Refused/Abandoned","3900","05/10/2015","Gwent","Wales","Wales","01/10/2013",NA,NA,"Large",2013,"2010 Onwards",0,51.2,0.9,0.9,-3.16121167103324,51.7293663099266,15.41,25.93,0.661,1.985,60.782,0.832,13.415,0.785,17.623,7.279,8.273,0.833,8.196,0.76,22.843,5.415,22.843,2.22,0.94,0.94,1.914,5.24220943450928,390,6,"W01001435",1442,39,40,1191,174,15,489,8.4,632,422,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L_0531",445500,421500,"Pontefract Wind Farm",6,2,12,"Refused/Abandoned","3455","07/12/2010","West Yorkshire","Yorkshire and Humber","England","03/05/2007",NA,NA,"Large",2007,"Before 2010",0,11.9,7.8,7.8,-1.31250270448525,53.6879780416741,12.172,34.333,0.092,0.988,85.993,2.15,16.622,0.134,2.39,30.832,24.526,2.15,0.051,0.351,26.732,19.244,25.345,3.953,0,0,2.72,4.03763866424561,52,7,"E01011837",1467,39.9,41,1212,218,18,467,13.3,613,371,61,2007,"Wakefield",5305,5,63,16,40,3,4,NA,"Lab",32,25.3968253968254,63.4920634920635,4.76190476190476,6.34920634920635,NA
"L_0532",345789,843302,"Meikleton Wind Farm",4,3,12,"Refused/Abandoned","4191","25/11/2014","Grampian","Scotland","Scotland","03/10/2012",NA,NA,"Large",2012,"2010 Onwards",0,4.8,4.2,4.2,-2.90562520447844,57.4767140136798,34.727,45.179,2.466,3.299,192.894,0.642,30.376,1.459,125.377,23.551,41.414,0.647,2.359,6.366,20.183,4.752,6.651,2.146,6.834,2.223,2.223,5.1635160446167,240,8,"S01000464",848,40.9,45,672,188,28,546,17.6,338,246,73,2012,"Aberdeenshire",8002,12,68,14,2,12,12,28,"NOC",35,20.5882352941176,2.94117647058824,17.6470588235294,17.6470588235294,41.1764705882353
"L_0533",315293,951239,"Achlachan 2 Windfarm",3,2.5,7.5,"Refused/Abandoned","5318","04/05/2016","Highland","Scotland","Scotland","11/05/2015",NA,NA,"Large",2015,"2010 Onwards",0,17.9,17.9,18,-3.45268143234204,58.441208385739,80.738,44.263,16.833,1.202,305.056,1.002,78.837,1.711,228.572,114.948,8.98,1.004,1.61,7.181,2.47,1.324,2.471,2.471,7.338,1.858,1.858,0.822153091430664,73,8,"S01003975",829,42.1,45,680,188,28,526,23.2,341,279,82,2015,"Highland",8018,12,80,0,8,15,36,21,"NOC",41,0,10,18.75,45,26.25
"L_0534",385037,854223,"Hillhead of Bonnykelly",2,2.3,4.6,"Refused/Abandoned","3805","17/08/2012","Grampian","Scotland","Scotland","22/12/2010",NA,NA,"Large",2010,"Before 2010",0,4.7,1.4,1.4,-2.25185438152782,57.5778127259504,40.543,76.475,3.474,2.604,197.033,8.786,40.225,0.712,150.24,57.85,27.714,8.787,2.477,30.99,19.833,4.241,10.805,4.214,12.446,1.233,1.233,1.04738521575928,175,9,"S01000522",665,42.4,45,550,130,24,432,13.9,261,231,89,2010,"Aberdeenshire",8002,12,68,13,0,25,8,22,"NOC",35,19.1176470588235,0,36.7647058823529,11.7647058823529,32.3529411764706
"L_0535",491053,419649,"Ironstone Quarry Wind Farm",3,2.5,7.5,"Refused/Abandoned","4535","31/12/2014","Humberside","Yorkshire and Humber","England","17/05/2011",NA,NA,"Large",2011,"2010 Onwards",0,0.9,0.9,4.7,-0.623432707490132,53.6654035017103,19.034,27.736,0.808,1.029,48.306,0.66,17.477,0.687,9.793,62.673,10.145,0.66,8.755,2.386,3.951,3.951,3.951,3.951,1.217,1.004,1.004,2.21044445037842,14,7,"E01013291",1595,35,34,1152,135,12,451,8.2,604,290,48,2011,"North Lincolnshire",2024,11,43,23,20,0,0,NA,"Con",22,53.4883720930233,46.5116279069767,0,0,NA
"L_0536",348337,827042,"Cairnmore Extension",5,0.85,4.3,"Refused/Abandoned","3407","23/02/2012","Grampian","Scotland","Scotland","22/02/2011",NA,NA,"Large",2011,"2010 Onwards",0,3.2,3.2,15.5,-2.85971431260873,57.3309707726962,41.24,32.869,1.006,2.401,176.563,7.229,33.319,0.26,110.532,12.219,25.182,7.229,12.496,5.694,26.159,2.468,13.475,1.137,12.694,1.047,1.047,5.52205324172974,244,6,"S01000441",900,42.1,45,735,185,25,572,18.9,394,253,64,2011,"Aberdeenshire",8002,12,68,13,0,25,8,22,"NOC",35,19.1176470588235,0,36.7647058823529,11.7647058823529,32.3529411764706
"L_0537",595297,308331,"Shipdham Wind Park (Resubmission)",2,2.3,4.6,"Refused/Abandoned","4439","05/11/2015","Norfolk","Eastern","England","02/08/2011",NA,NA,"Large",2011,"2010 Onwards",0,5.1,5.1,8.2,0.884778545977962,52.637568034036,20.82,30.206,1.106,4.725,34.31,2.429,10.956,1.04,71.407,27.308,16.788,2.43,4.362,5.212,29.023,4.607,10.321,4.607,0.85,0.85,1.405,0.411097705364227,67,7,"E01026438",1027,45,48,854,173,20,275,14.5,432,302,70,2011,"Breckland",2601,1,54,47,4,0,3,NA,"Con",28,87.037037037037,7.40740740740741,0,5.55555555555556,NA
"L_0538",489417,347100,"Temple Hill Wind Farm",5,3,15,"Refused/Abandoned","4197","31/03/2015","Lincolnshire","East Midlands","England","18/10/2013",NA,NA,"Large",2013,"2010 Onwards",0,1.3,1.3,4.5,-0.668645319298617,53.0137468395216,8.514,44.946,4.729,7.038,80.073,4.103,6.894,0.474,37.603,60.466,11.724,4.106,5.631,1.202,37.81,29.918,37.791,7.493,8.108,1.297,1.297,0.290249705314636,22,6,"E01026333",2522,42,45,2015,714,35,742,31.9,1017,847,83,2013,"South Kesteven",2506,1,58,38,7,1,12,NA,"Con",30,65.5172413793103,12.0689655172414,1.72413793103448,20.6896551724138,NA
"L_0539",344033,659490,"Gilston Wind Farm (Borders)",7,2.05,14.4,"Refused/Abandoned","3909","13/09/2013","Borders","Scotland","Scotland","21/12/2011",NA,NA,"Large",2011,"2010 Onwards",0,10.3,1,1,-2.89490400937308,55.8253937089595,24.171,25.419,8.706,1.119,53.834,0.025,19.002,0.942,28.263,49.042,30.838,0.037,0.899,4.429,0.409,5.133,0.409,0.409,9.173,1.252,1.252,4.72811841964722,302,8,"S01004137",575,43.7,47,479,194,41,367,29.4,245,138,56,2011,"Midlothian",8020,12,18,0,9,3,0,6,"NOC",10,0,50,16.6666666666667,0,33.3333333333333
"L_0540",281205,124365,"Cross Moor",2,2,4,"Refused/Abandoned","3952","25/06/2012","Devon","South West","England","22/12/2006",NA,NA,"Large",2006,"Before 2010",0,3.9,3.9,6.5,-3.69457746010797,51.0063669272146,19.399,27.914,11.067,0.793,22.041,2.19,31.824,0.819,25.842,4.634,9.155,2.193,2.008,16.498,37.119,3.207,37.119,3.207,8.976,1.741,1.741,3.13936018943787,207,6,"E01020087",1911,48.8,53,1646,411,25,485,19.8,840,653,78,2006,"North Devon",1104,1,43,9,0,22,12,NA,"LD",22,20.9302325581395,0,51.1627906976744,27.906976744186,NA
"L_0541",457363,243641,"Spring Farm Ridge",5,3,15,"Refused/Abandoned","4639","01/08/2016","Northamptonshire","East Midlands","England","19/10/2010",NA,NA,"Large",2010,"Before 2010",0,3.7,3.7,3.7,-1.16420595509712,52.0881548366423,6.116,15.85,7.233,0.985,149.315,0.27,10.224,0.952,10.271,102.039,12.979,0.27,5.066,10.323,26.336,34.225,26.336,1.402,5.098,0.97,0.97,2.32781505584717,143,7,"E01027296",1998,42.7,45,1633,546,33,604,30.5,845,612,72,2010,"South Northamptonshire",2706,1,42,35,1,0,6,NA,"Con",22,83.3333333333333,2.38095238095238,0,14.2857142857143,NA
"L_0542",358366,859859,"Brackenhills Farm",1,2.3,2.3,"Refused/Abandoned","4498","05/08/2015","Grampian","Scotland","Scotland","08/08/2014",NA,NA,"Large",2014,"2010 Onwards",0,27.9,18.4,18.4,-2.69876556848663,57.6267567377207,37.37,65.97,1.465,0.777,206.094,4.759,36.583,0.837,144.839,43.926,50.077,4.868,3.845,12.668,23.501,2.867,22.029,2.868,10.397,1.486,1.486,1.19678127765656,93,7,"S01000525",1047,45.1,48,877,205,23,653,13,416,322,77,2014,"Aberdeenshire",8002,12,68,14,2,12,12,28,"NOC",35,20.5882352941176,2.94117647058824,17.6470588235294,17.6470588235294,41.1764705882353
"L_0543",493895,257158,"Nun Wood (Bedford)",6,3,18,"Refused/Abandoned","3773","31/01/2014","Bedfordshire","Eastern","England","29/01/2009",NA,NA,"Large",2009,"Before 2010",0,26.8,15.1,15.1,-0.627427373585901,52.2046605466176,13.84,28.155,8.194,4.74,115.089,0.354,13.307,0.827,15.044,113.435,26.405,0.373,3.697,5.848,7.793,32.071,7.793,2.184,6.897,0.679,0.679,2.05164074897766,75,6,"E01017504",1978,41,43,1528,650,43,591,40.4,833,595,71,2009,"Bedford",223,11,36,9,7,13,7,NA,"NOC",19,25,19.4444444444444,36.1111111111111,19.4444444444444,NA
"L_0544",313183,689409,"Kingdom of Fife Community Wind Park",4,3,12,"Refused/Abandoned","3816","25/10/2013","Fife","Scotland","Scotland","25/07/2011",NA,NA,"Large",2011,"2010 Onwards",0,2.3,2.2,2.2,-3.39683833816258,56.0895611851057,14.637,47.129,0.823,0.879,90.482,0.319,4.613,0.473,0.183,50.557,9.058,0.337,0.779,0.434,6.593,24.393,6.593,2.17,0.52,0.52,0.777,3.53704500198364,130,8,"S01002712",665,43.7,45,557,59,11,395,4.8,308,206,67,2011,"Fife",8016,12,78,5,24,21,5,23,"NOC",40,6.41025641025641,30.7692307692308,26.9230769230769,6.41025641025641,29.4871794871795
"L_0545",479861,379960,"Cottam Wind Farm",12,2.3,27.6,"Refused/Abandoned","3775","25/11/2014","Nottinghamshire","East Midlands","England","03/03/2009",NA,NA,"Large",2009,"Before 2010",0,3.7,2.9,2.9,-0.802858487700308,53.310567264473,7.538,33.818,4.57,7.086,67.263,0.789,21.447,0.278,19.304,48.893,20.393,0.789,4.019,0.827,30.972,18.696,25.784,1.083,6.889,1.175,1.175,0.580484509468079,7,6,"E01028033",2296,43.2,46,1969,506,26,590,21.5,840,680,81,2009,"Bassetlaw",3002,1,48,30,16,0,2,NA,"Con",25,62.5,33.3333333333333,0,4.16666666666667,NA
